,tags,body
427,javascript,"I'm using React-router and it works fine while I'm clicking on link buttons, but when I refresh my webpage it does not load what I want.

For instance, I am in localhost/joblist and everything is fine because I arrived here pressing a link. But If I refresh the webpage I get:

Cannot GET /joblist


By default, it didn't work like this. Initially I had my URL as localhost/#/ and localhost/#/joblist and they worked perfectly fine. But I don't like this kind of URL, so trying to erase that #, I wrote:

Router.run(routes, Router.HistoryLocation, function (Handler) {
 React.render(&lt;Handler/&gt;, document.body);
});


This problem does not happen with localhost/, this one always returns what I want.

EDIT: This app is single-page, so /joblist doesn't need to ask anything to any server.

EDIT2: My entire router.

var routes = (
    &lt;Route name=""app"" path=""/"" handler={App}&gt;
        &lt;Route name=""joblist"" path=""/joblist"" handler={JobList}/&gt;
        &lt;DefaultRoute handler={Dashboard}/&gt;
        &lt;NotFoundRoute handler={NotFound}/&gt;
    &lt;/Route&gt;
);

Router.run(routes, Router.HistoryLocation, function (Handler) {
  React.render(&lt;Handler/&gt;, document.body);
});

"
428,python,"I need to emulate a do-while loop in a Python program. Unfortunately, the following straightforward code does not work:

list_of_ints = [ 1, 2, 3 ]
iterator = list_of_ints.__iter__()
element = None

while True:
  if element:
    print element

  try:
    element = iterator.next()
  except StopIteration:
    break

print ""done""


Instead of ""1,2,3,done"", it prints the following output:

[stdout:]1
[stdout:]2
[stdout:]3
None['Traceback (most recent call last):
', '  File ""test_python.py"", line 8, in &lt;module&gt;
    s = i.next()
', 'StopIteration
']


What can I do in order to catch the 'stop iteration' exception and break a while
loop properly?

An example of why such a thing may be needed is shown below as pseudocode.

State machine:

s = """"
while True :
  if state is STATE_CODE :
    if ""//"" in s :
      tokens.add( TOKEN_COMMENT, s.split( ""//"" )[1] )
      state = STATE_COMMENT
    else :
      tokens.add( TOKEN_CODE, s )
  if state is STATE_COMMENT :
    if ""//"" in s :
      tokens.append( TOKEN_COMMENT, s.split( ""//"" )[1] )
    else
      state = STATE_CODE
      # Re-evaluate same line
      continue
  try :
    s = i.next()
  except StopIteration :
    break

"
429,python,"I am trying to print an integer in Python 2.6.1 with commas as thousands separators. For example, I want to show the number 1234567 as 1,234,567. How would I go about doing this? I have seen many examples on Google, but I am looking for the simplest practical way.

It does not need to be locale-specific to decide between periods and commas. I would prefer something as simple as reasonably possible.
"
430,git,"When I specify an ancestor commit object in Git, I'm confused between HEAD^ and HEAD~.

Both have a ""numbered"" version like HEAD^3 and HEAD~2.

They seem very similar or the same to me, but are there any differences between the tilde and the caret?
"
431,sql,"I am an old-school MySQL user and have always preferred JOIN over sub-query. But nowadays everyone uses sub-query, and I hate it; I don't know why.   

I lack the theoretical knowledge to judge for myself if there is any difference. Is a sub-query as good as a JOIN and therefore is there nothing to worry about?
"
432,emulation,"How do emulators work?  When I see NES/SNES or C64 emulators, it astounds me. 



Do you have to emulate the processor of those machines by interpreting its particular assembly instructions? What else goes into it? How are they typically designed?

Can you give any advice for someone interested in writing an emulator (particularly a game system)?
"
433,javascript,"I need multiple cases in switch statement in JavaScript, Something like:
switch (varName)
{
   case &quot;afshin&quot;, &quot;saeed&quot;, &quot;larry&quot;:
       alert('Hey');
       break;

   default:
       alert('Default case');
       break;
}

How can I do that? If there's no way to do something like that in JavaScript, I want to know an alternative solution that also follows the DRY concept.
"
434,c#,"I am doing something where I realised I wanted to count how many /s I could find in a string, and then it struck me, that there were several ways to do it, but couldn't decide on what the best (or easiest) was.

At the moment I'm going with something like:

string source = ""/once/upon/a/time/"";
int count = source.Length - source.Replace(""/"", """").Length;


But I don't like it at all, any takers?

I don't really want to dig out RegEx for this, do I?

I know my string is going to have the term I'm searching for, so you can assume that...

Of course for strings where length > 1,

string haystack = ""/once/upon/a/time"";
string needle = ""/"";
int needleCount = ( haystack.Length - haystack.Replace(needle,"""").Length ) / needle.Length;

"
435,java,"I am a bit confused about the meaning of a Maven Snapshot and why we build one?
"
436,docker,"There's a command to list images, docker images, but there doesn't seem to be a corresponding docker containers.

Other than becoming root and looking into /var/lib/docker there doesn't seem a way to do that. Am I missing something? Is that something one isn't supposed to do?
"
437,eclipse,"I am trying to work with Spring Data and Neo4j. I started by trying to follow this guide linked to by the main site. In particular I based my pom.xml off of the ""Hello, World!"" example file. Here is a snip from my pom.xml for the plugin that is causing the issues...

&lt;plugin&gt;
&lt;!-- Required to resolve aspectj-enhanced class features --&gt;
    &lt;groupId&gt;org.codehaus.mojo&lt;/groupId&gt;
    &lt;artifactId&gt;aspectj-maven-plugin&lt;/artifactId&gt;
    &lt;version&gt;1.0&lt;/version&gt;
    &lt;configuration&gt;
        &lt;outxml&gt;true&lt;/outxml&gt;
        &lt;aspectLibraries&gt;
            &lt;aspectLibrary&gt;
                &lt;groupId&gt;org.springframework&lt;/groupId&gt;
                &lt;artifactId&gt;spring-aspects&lt;/artifactId&gt;
            &lt;/aspectLibrary&gt;
            &lt;aspectLibrary&gt;
                &lt;groupId&gt;org.springframework.data&lt;/groupId&gt;
                &lt;artifactId&gt;spring-data-neo4j&lt;/artifactId&gt;
            &lt;/aspectLibrary&gt;
        &lt;/aspectLibraries&gt;
        &lt;source&gt;1.6&lt;/source&gt;
        &lt;target&gt;1.6&lt;/target&gt;
    &lt;/configuration&gt;
    &lt;executions&gt;
        &lt;!-- ERROR HERE IN ECLIPSE SEE BELOW FOR FULL MESSAGE --&gt;
        &lt;execution&gt;
            &lt;goals&gt;
                &lt;goal&gt;compile&lt;/goal&gt;
                &lt;goal&gt;test-compile&lt;/goal&gt;
            &lt;/goals&gt;
        &lt;/execution&gt;
    &lt;/executions&gt;
    &lt;dependencies&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.aspectj&lt;/groupId&gt;
            &lt;artifactId&gt;aspectjrt&lt;/artifactId&gt;
            &lt;version&gt;${aspectj.version}&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.aspectj&lt;/groupId&gt;
            &lt;artifactId&gt;aspectjtools&lt;/artifactId&gt;
            &lt;version&gt;${aspectj.version}&lt;/version&gt;
        &lt;/dependency&gt;
    &lt;/dependencies&gt;
&lt;/plugin&gt;


The error I am seeing is:

 Multiple annotations found at this line:
    - Plugin execution not covered by lifecycle configuration: org.codehaus.mojo:aspectj-maven-plugin:1.0:compile (execution: default, phase: process-classes)
    - Plugin execution not covered by lifecycle configuration: org.codehaus.mojo:aspectj-maven-plugin:1.0:test-compile (execution: default, phase: process-classes)


I am running Eclipse 3.6.2 and m2e 0.13. I'm not a Maven expert, so please be very explanatory in your answers if possible.

I've also tried m2e 1.0.0 via this update site and still get the same error.
"
